CNPJ;RAZAOSOCIAL;TRIMESTRE;ANO;REGISTRO ANS;MODALIDADEE;UF;VALOR DESPESA
58702853000155;UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA;1;2025;334243;Cooperativa odontológica;SP;1528771.79
58702853000155;UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA;2;2025;334243;Cooperativa odontológica;SP;3341684.96
58702853000155;UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA;3;2025;334243;Cooperativa odontológica;SP;5235879.14
58837188000107;UNIMED SALTO/ITU - COOPERATIVA MÉDICA;1;2025;346276;Cooperativa Médica;SP;58891833.47
58837188000107;UNIMED SALTO/ITU - COOPERATIVA MÉDICA;2;2025;346276;Cooperativa Médica;SP;119432892.36
58837188000107;UNIMED SALTO/ITU - COOPERATIVA MÉDICA;3;2025;346276;Cooperativa Médica;SP;181477403.63
59007799000190;ASSOCIACAO DE SAUDE HOLAMBRA;1;2025;360783;Medicina de Grupo;SP;3031814.3800000004
59007799000190;ASSOCIACAO DE SAUDE HOLAMBRA;2;2025;360783;Medicina de Grupo;SP;6344514.42
59007799000190;ASSOCIACAO DE SAUDE HOLAMBRA;3;2025;360783;Medicina de Grupo;SP;10428010.23
59452478000103;SAUDE SALV ASSISTENCIA MEDICA LTDA;3;2025;424463;Medicina de Grupo;RO;35715.45
59499251000105;UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO;1;2025;366340;Cooperativa Médica;SP;10478024.36
59499251000105;UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO;2;2025;366340;Cooperativa Médica;SP;21227217.599999998
59499251000105;UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO;3;2025;366340;Cooperativa Médica;SP;32441834.56
59527440000144;UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA;1;2025;347795;Cooperativa odontológica;SP;531605.48
59527440000144;UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA;2;2025;347795;Cooperativa odontológica;SP;1195211.72
59527440000144;UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA;3;2025;347795;Cooperativa odontológica;SP;1917501.74
59762062000183;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS);1;2025;414212;Autogestão;SP;7263776.13
59762062000183;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS);2;2025;414212;Autogestão;SP;14523025.69
59762062000183;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS);3;2025;414212;Autogestão;SP;21832399.419999998
59766105000107;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;1;2025;406813;Autogestão;SP;1321393.86
59766105000107;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;2;2025;406813;Autogestão;SP;2748999.0
59766105000107;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;3;2025;406813;Autogestão;SP;4158903.09
59847780000152;AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA;1;2025;327417;Medicina de Grupo;SP;68945854.25
59847780000152;AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA;2;2025;327417;Medicina de Grupo;SP;139784101.5
59847780000152;AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA;3;2025;327417;Medicina de Grupo;SP;213691265.05
59849182000112;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;1;2025;345091;Filantropia;SP;16565769.62
59849182000112;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;2;2025;345091;Filantropia;SP;36234679.779999994
59849182000112;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;3;2025;345091;Filantropia;SP;55792791.449999996
59901454000186;SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE;1;2025;353264;Filantropia;SP;6802821.68
59901454000186;SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE;2;2025;353264;Filantropia;SP;14074649.5
59901454000186;SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE;3;2025;353264;Filantropia;SP;21562391.14
60214517000105;UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO;1;2025;331872;Cooperativa Médica;SP;143976028.65
60214517000105;UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO;2;2025;331872;Cooperativa Médica;SP;290123274.89
60214517000105;UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO;3;2025;331872;Cooperativa Médica;SP;444811644.16999996
60499365000134;FUNDACAO LEONOR DE BARROS CAMARGO;1;2025;410292;Filantropia;SP;18262670.0
60499365000134;FUNDACAO LEONOR DE BARROS CAMARGO;2;2025;410292;Filantropia;SP;37651997.7
60499365000134;FUNDACAO LEONOR DE BARROS CAMARGO;3;2025;410292;Filantropia;SP;60790825.65
60633369000163;UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO;1;2025;331341;Cooperativa Médica;SP;36114376.6
60633369000163;UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO;2;2025;331341;Cooperativa Médica;SP;78314583.11
60633369000163;UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO;3;2025;331341;Cooperativa Médica;SP;121230413.03999999
60961422000155;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;1;2025;420077;Autogestão;SP;70153782.72
60961422000155;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;2;2025;420077;Autogestão;SP;147797079.48999998
60961422000155;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;3;2025;420077;Autogestão;SP;230278531.37
60975174000100;ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO;1;2025;314218;Filantropia;SP;164188427.38
60975174000100;ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO;2;2025;314218;Filantropia;SP;332984521.2
60975174000100;ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO;3;2025;314218;Filantropia;SP;505800037.03999996
62231527000184;CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO;1;2025;352331;Autogestão;SP;320043421.17
62231527000184;CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO;2;2025;352331;Autogestão;SP;670976838.7199999
62231527000184;CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO;3;2025;352331;Autogestão;SP;1050617275.29
62465117000106;FUNDAÇÃO CESP;1;2025;315478;Autogestão;SP;415589793.43
62465117000106;FUNDAÇÃO CESP;2;2025;315478;Autogestão;SP;896499285.9200001
62465117000106;FUNDAÇÃO CESP;3;2025;315478;Autogestão;SP;1387108965.72
62476676000103;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;1;2025;312282;Medicina de Grupo;SP;10874114.39
62476676000103;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;2;2025;312282;Medicina de Grupo;SP;22814456.98
62476676000103;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;3;2025;312282;Medicina de Grupo;SP;37383040.14
62511019000150;ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS;1;2025;344800;Medicina de Grupo;SP;76992033.11
62511019000150;ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS;2;2025;344800;Medicina de Grupo;SP;155092182.02
62511019000150;ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS;3;2025;344800;Medicina de Grupo;SP;233314469.35
62550256000120;NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.;1;2025;348520;Medicina de Grupo;CE;269095601.87
62550256000120;NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.;2;2025;348520;Medicina de Grupo;CE;622049798.61
62550256000120;NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.;3;2025;348520;Medicina de Grupo;CE;923019914.79
62635990000191;ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO;1;2025;317632;Autogestão;SP;89073373.96000001
62635990000191;ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO;2;2025;317632;Autogestão;SP;186371688.30999997
62635990000191;ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO;3;2025;317632;Autogestão;SP;290646650.52
62638374000194;CENTRO TRASMONTANO DE SAO PAULO;1;2025;303623;Medicina de Grupo;SP;193047280.02
62638374000194;CENTRO TRASMONTANO DE SAO PAULO;2;2025;303623;Medicina de Grupo;SP;398672726.22
62638374000194;CENTRO TRASMONTANO DE SAO PAULO;3;2025;303623;Medicina de Grupo;SP;613249698.5899999
63367700000139;CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS;1;2025;359122;Autogestão;CE;28265417.580000002
63367700000139;CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS;2;2025;359122;Autogestão;CE;54536673.86
63367700000139;CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS;3;2025;359122;Autogestão;CE;84306393.24000001
63554067000198;HAPVIDA ASSISTENCIA MEDICA S.A.;1;2025;368253;Medicina de Grupo;CE;2421693541.54
63554067000198;HAPVIDA ASSISTENCIA MEDICA S.A.;2;2025;368253;Medicina de Grupo;CE;5666971781.47
63554067000198;HAPVIDA ASSISTENCIA MEDICA S.A.;3;2025;368253;Medicina de Grupo;CE;8271997612.559999
64327059000171;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA;1;2025;315648;Cooperativa Médica;MG;7748254.66
64327059000171;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA;2;2025;315648;Cooperativa Médica;MG;15718302.43
64327059000171;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA;3;2025;315648;Cooperativa Médica;MG;24902836.84
64388812000139;UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO;1;2025;364070;Cooperativa Médica;MG;5756019.44
64388812000139;UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO;2;2025;364070;Cooperativa Médica;MG;11882950.26
64388812000139;UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO;3;2025;364070;Cooperativa Médica;MG;17989464.96
64924095000112;SERMED-SAÚDE LTDA.;1;2025;303739;Medicina de Grupo;SP;52068425.49
64924095000112;SERMED-SAÚDE LTDA.;2;2025;303739;Medicina de Grupo;SP;107810284.09
64924095000112;SERMED-SAÚDE LTDA.;3;2025;303739;Medicina de Grupo;SP;163024582.89000002
65276354000109;UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO;1;2025;335517;Cooperativa Médica;MG;15829387.88
65276354000109;UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO;2;2025;335517;Cooperativa Médica;MG;31678602.44
65276354000109;UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO;3;2025;335517;Cooperativa Médica;MG;48952922.03
65422339000121;UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO;1;2025;345598;Cooperativa Médica;SP;54108764.08
65422339000121;UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO;2;2025;345598;Cooperativa Médica;SP;97405036.14999999
65422339000121;UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO;3;2025;345598;Cooperativa Médica;SP;145675399.38
65442162000125;UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA;1;2025;316997;Cooperativa odontológica;SP;546856.6
65442162000125;UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA;2;2025;316997;Cooperativa odontológica;SP;1279616.57
65442162000125;UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA;3;2025;316997;Cooperativa odontológica;SP;1953260.2200000002
65732836000126;UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO;1;2025;345776;Cooperativa Médica;SP;10929317.69
65732836000126;UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO;2;2025;345776;Cooperativa Médica;SP;21569503.09
65732836000126;UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO;3;2025;345776;Cooperativa Médica;SP;34586003.82
66191263000133;UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.;1;2025;352314;Cooperativa Médica;MG;16148578.069999998
66191263000133;UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.;2;2025;352314;Cooperativa Médica;MG;34040819.03
66191263000133;UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.;3;2025;352314;Cooperativa Médica;MG;54248437.36
66343534000129;UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO;1;2025;314587;Cooperativa Médica;MG;5179631.44
66343534000129;UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO;2;2025;314587;Cooperativa Médica;MG;10889644.33
66343534000129;UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO;3;2025;314587;Cooperativa Médica;MG;16875716.96
66343559000122;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO;1;2025;316881;Cooperativa Médica;MG;17864681.88
66343559000122;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO;2;2025;316881;Cooperativa Médica;MG;37221662.0
66343559000122;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO;3;2025;316881;Cooperativa Médica;MG;54802968.93
66453168000160;UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO;1;2025;327352;Cooperativa Médica;MG;5577727.84
66453168000160;UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO;2;2025;327352;Cooperativa Médica;MG;12206067.72
66453168000160;UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO;3;2025;327352;Cooperativa Médica;MG;18623314.46
66477217000103;UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO;1;2025;345458;Cooperativa Médica;MG;13439744.16
66477217000103;UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO;2;2025;345458;Cooperativa Médica;MG;28058383.0
66477217000103;UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO;3;2025;345458;Cooperativa Médica;MG;42154554.16
66491036000123;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ;1;2025;408034;Autogestão;SP;1422065.87
66491036000123;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ;2;2025;408034;Autogestão;SP;2562330.59
66491036000123;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ;3;2025;408034;Autogestão;SP;3712002.9200000004
66493339000185;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;1;2025;408093;Autogestão;SP;1055667.63
66493339000185;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;2;2025;408093;Autogestão;SP;1929626.62
66493339000185;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;3;2025;408093;Autogestão;SP;4105281.53
66854779000110;ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA;1;2025;325236;Medicina de Grupo;SP;22391443.44
66854779000110;ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA;2;2025;325236;Medicina de Grupo;SP;46071397.51
66854779000110;ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA;3;2025;325236;Medicina de Grupo;SP;73551242.94
66872888000160;UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO;1;2025;336106;Cooperativa Médica;SP;47539269.74
66872888000160;UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO;2;2025;336106;Cooperativa Médica;SP;100804728.21000001
66872888000160;UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO;3;2025;336106;Cooperativa Médica;SP;154555415.07999998
66916305000156;UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;1;2025;327468;Cooperativa Médica;SP;2691330.97
66916305000156;UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;2;2025;327468;Cooperativa Médica;SP;5267047.640000001
66916305000156;UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;3;2025;327468;Cooperativa Médica;SP;6520226.75
67417519000140;UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;1;2025;325031;Cooperativa Médica;SP;23521212.79
67417519000140;UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;2;2025;325031;Cooperativa Médica;SP;49453526.79000001
67417519000140;UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;3;2025;325031;Cooperativa Médica;SP;74086796.82
67577171000159;UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO;1;2025;309524;Cooperativa Médica;SP;4653763.71
67577171000159;UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO;2;2025;309524;Cooperativa Médica;SP;9406257.04
67577171000159;UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO;3;2025;309524;Cooperativa Médica;SP;13384085.89
67839969000121;AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;1;2025;394734;Medicina de Grupo;SP;19655734.93
67839969000121;AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;2;2025;394734;Medicina de Grupo;SP;37619703.84
67839969000121;AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;3;2025;394734;Medicina de Grupo;SP;55935141.92
68204486000113;UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;1;2025;314781;Cooperativa Médica;SP;6421780.0
68204486000113;UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;2;2025;314781;Cooperativa Médica;SP;12747830.0
68204486000113;UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;3;2025;314781;Cooperativa Médica;SP;21458529.29
68668045000172;AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ;1;2025;401081;Medicina de Grupo;RJ;29617147.65
68668045000172;AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ;2;2025;401081;Medicina de Grupo;RJ;58091116.87
68668045000172;AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ;3;2025;401081;Medicina de Grupo;RJ;84613205.97
68682715000105;PLAMER PLANO MEDICO RESENDE LTDA;1;2025;324299;Medicina de Grupo;RJ;8536991.99
68682715000105;PLAMER PLANO MEDICO RESENDE LTDA;2;2025;324299;Medicina de Grupo;RJ;16448020.32
68682715000105;PLAMER PLANO MEDICO RESENDE LTDA;3;2025;324299;Medicina de Grupo;RJ;22760684.31
68687722000108;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;1;2025;409286;Medicina de Grupo;RJ;111975.35
68687722000108;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;2;2025;409286;Medicina de Grupo;RJ;244554.93000000002
68687722000108;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;3;2025;409286;Medicina de Grupo;RJ;383088.19
68709211000131;UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO;1;2025;330566;Cooperativa Médica;RJ;29111833.43
68709211000131;UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO;2;2025;330566;Cooperativa Médica;RJ;61949183.62
68709211000131;UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO;3;2025;330566;Cooperativa Médica;RJ;96526312.63
69015113000167;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA;1;2025;347604;Cooperativa odontológica;SP;2298808.46
69015113000167;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA;2;2025;347604;Cooperativa odontológica;SP;5078974.91
69015113000167;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA;3;2025;347604;Cooperativa odontológica;SP;7898337.38
69087922000184;UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;1;2025;323055;Cooperativa Médica;SP;6811982.4799999995
69087922000184;UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;2;2025;323055;Cooperativa Médica;SP;13988682.110000001
69087922000184;UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;3;2025;323055;Cooperativa Médica;SP;22393594.419999998
69099307000198;CROWN ODONTOLOGIA DE GRUPO LTDA;1;2025;397245;Odontologia de Grupo;SP;246697.19
69099307000198;CROWN ODONTOLOGIA DE GRUPO LTDA;2;2025;397245;Odontologia de Grupo;SP;550186.44
69099307000198;CROWN ODONTOLOGIA DE GRUPO LTDA;3;2025;397245;Odontologia de Grupo;SP;846374.28
69259356000140;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;1;2025;324493;Autogestão;SP;54459711.120000005
69259356000140;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;2;2025;324493;Autogestão;SP;111012739.67
69259356000140;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;3;2025;324493;Autogestão;SP;169485789.38
69289171000189;ATÍVIA SERVIÇOS DE SAÚDE S/A;2;2025;320510;Medicina de Grupo;SP;17341133.41
69289171000189;ATÍVIA SERVIÇOS DE SAÚDE S/A;3;2025;320510;Medicina de Grupo;SP;23773315.01
69612158000119;UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO;1;2025;313475;Cooperativa Médica;PI;3534694.4299999997
69612158000119;UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO;2;2025;313475;Cooperativa Médica;PI;6745471.91
69612158000119;UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO;3;2025;313475;Cooperativa Médica;PI;10693218.22
70094578000130;COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;1;2025;390259;Autogestão;PB;1602032.24
70094578000130;COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;2;2025;390259;Autogestão;PB;3297218.05
70094578000130;COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;3;2025;390259;Autogestão;PB;4882931.17
70523899000102;UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO;1;2025;370975;Cooperativa Médica;MT;11847951.76
70523899000102;UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO;2;2025;370975;Cooperativa Médica;MT;23288184.709999997
70523899000102;UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO;3;2025;370975;Cooperativa Médica;MT;34719365.92
71063853000110;UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.;1;2025;356581;Cooperativa Médica;MG;16771523.17
71063853000110;UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.;2;2025;356581;Cooperativa Médica;MG;33342117.580000002
71063853000110;UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.;3;2025;356581;Cooperativa Médica;MG;49463486.12
71064539000152;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO;1;2025;324175;Cooperativa Médica;MG;10812155.42
71064539000152;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO;2;2025;324175;Cooperativa Médica;MG;23608303.6
71064539000152;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO;3;2025;324175;Cooperativa Médica;MG;38758542.57
71186886000158;UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.;1;2025;327638;Cooperativa Médica;MG;2569843.56
71186886000158;UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.;2;2025;327638;Cooperativa Médica;MG;5266770.7
71186886000158;UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.;3;2025;327638;Cooperativa Médica;MG;8913966.18
71499792000139;UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;1;2025;317896;Cooperativa Médica;MG;5252402.78
71499792000139;UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;2;2025;317896;Cooperativa Médica;MG;10473093.65
71499792000139;UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;3;2025;317896;Cooperativa Médica;MG;16094202.66
71559272000174;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;1;2025;410128;Autogestão;SP;10555499.51
71559272000174;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;2;2025;410128;Autogestão;SP;22483235.490000002
71559272000174;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;3;2025;410128;Autogestão;SP;34791912.730000004
71565659000133;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;1;2025;406635;Autogestão;SP;2186119.95
71565659000133;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;2;2025;406635;Autogestão;SP;4551013.649999999
71565659000133;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;3;2025;406635;Autogestão;SP;7010715.36
71695746000105;UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS;1;2025;354279;Cooperativa Médica;SP;22264064.54
71695746000105;UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS;2;2025;354279;Cooperativa Médica;SP;43793539.510000005
71695746000105;UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS;3;2025;354279;Cooperativa Médica;SP;65098509.79
71753297000104;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA;1;2025;408263;Autogestão;SP;2679743.2199999997
71753297000104;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA;2;2025;408263;Autogestão;SP;5864572.359999999
71753297000104;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA;3;2025;408263;Autogestão;SP;8894490.21
71925531000133;UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO;1;2025;347108;Cooperativa Médica;SP;3625977.2600000002
